E
J
R
MC
SB
HD
E
J
R
MC
SB
HD
E
MC
J
R
SB
HD
MC
HD
SB
E
R
J
E
J
SB
MC
HD
R
R
MC
J
SB
E
HD
J
R
SB
MC
HD
E
R
MC
E
SB
HD
J
J
HD
SB
MC
E
R
E
R
MC
J
SB
HD
