BW
WB
B
C
SP
CC
WB
BW
CC
C
B
SP
BW
B
CC
SP
0
WB
CC
WB
B
BW
SP
C
WB
BW
SP
C
CC
B
B
CC
C
SP
0
BW
B
CC
WB
C
0
BW
0
C
CC
BW
B
WB
0
0
0
WB
BW
C
