R
J
E
MC
HD
SB
J
MC
SB
HD
R
E
R
J
MC
HD
0
SB
E
J
SB
R
MC
HD
J
MC
SB
E
HD
R
HD
J
E
R
MC
SB
R
MC
J
HD
SB
E
R
MC
J
SB
HD
E
R
SB
J
MC
HD
E
J
MC
R
HD
SB
E
