WB
CC
SP
C
BW
B
CC
SP
C
BW
B
WB
SP
C
BW
CC
B
WB
C
SP
B
CC
WB
BW
C
SP
B
CC
BW
WB
CC
B
BW
WB
SP
0
SP
C
CC
BW
WB
B
BW
WB
CC
B
SP
C
WB
CC
B
BW
C
SP
