SP
WB
CC
C
BW
B
CC
SP
WB
C
BW
B
CC
SP
B
WB
BW
C
WB
SP
BW
CC
B
C
CC
WB
SP
B
C
BW
B
C
CC
WB
BW
SP
CC
B
SP
WB
C
BW
