x,y,z,q0,q1,q2,q3
-0.508075416088104,-0.386996477842331,1.1767897605896,0.288807779550552,-0.552323818206787,0.776673555374146,-0.0911420285701751
-0.505852460861206,-0.386300981044769,1.17692446708679,0.288664251565933,-0.552179515361786,0.776740312576294,-0.0918986573815345
-0.503921866416931,-0.385895043611526,1.17724108695984,0.289632230997086,-0.554024159908295,0.775099575519562,-0.0916026756167411
-0.502454936504364,-0.38589882850647,1.17761886119843,0.290049254894257,-0.554143905639648,0.774818778038025,-0.091934859752655
-0.499832838773727,-0.385658174753189,1.17804276943207,0.292156964540482,-0.554278492927551,0.773934245109558,-0.09189935028553
-0.497932374477386,-0.3846695125103,1.17844414710999,0.292799592018127,-0.555904626846313,0.772692680358887,-0.090468093752861
-0.495839983224869,-0.384491682052612,1.17853760719299,0.293823570013046,-0.55744469165802,0.771271467208862,-0.0897976979613304
-0.494177043437958,-0.383740603923798,1.17869341373444,0.292989164590836,-0.556788086891174,0.772091031074524,-0.0895536392927169
-0.492727786302566,-0.384321063756943,1.17875134944916,0.294217318296432,-0.55833637714386,0.770458102226257,-0.0899516865611076
-0.491185992956161,-0.384090423583984,1.17930519580841,0.294798940420151,-0.557381808757782,0.770974814891815,-0.0895362198352813
-0.489779502153397,-0.383925795555115,1.17983388900757,0.295290291309357,-0.556449472904205,0.771494686603546,-0.0892398953437805
-0.488368332386017,-0.384345769882202,1.18036961555481,0.296432048082352,-0.556296944618225,0.77114737033844,-0.0894070193171501
-0.488368332386017,-0.384345769882202,1.18036961555481,0.296432048082352,-0.556296944618225,0.77114737033844,-0.0894070193171501
-0.486541897058487,-0.384625196456909,1.18089759349823,0.295352190732956,-0.552937269210815,0.773735761642456,-0.0914355814456939
-0.485711425542831,-0.384738028049469,1.18119192123413,0.29644438624382,-0.552634716033936,0.77347320318222,-0.0919504687190055
-0.485550463199615,-0.384857356548309,1.18151712417603,0.295371502637863,-0.552463054656982,0.773940205574036,-0.0925035551190376
-0.485550463199615,-0.384857356548309,1.18151712417603,0.295371502637863,-0.552463054656982,0.773940205574036,-0.0925035551190376
-0.484713613986969,-0.385136663913727,1.18234348297119,0.295155346393585,-0.55056768655777,0.775145053863525,-0.0943869575858116
-0.484713613986969,-0.385136663913727,1.18234348297119,0.295155346393585,-0.55056768655777,0.775145053863525,-0.0943869575858116
-0.484144389629364,-0.385713219642639,1.18285572528839,0.294797122478485,-0.549633204936981,0.775658249855042,-0.0967072397470474
-0.483973622322083,-0.386725157499313,1.18285989761353,0.294961810112,-0.548997044563293,0.775739669799805,-0.0991355329751968
-0.483589887619018,-0.387039542198181,1.18301367759705,0.294556170701981,-0.546211540699005,0.777516782283783,-0.101771272718906
-0.483610928058624,-0.386016607284546,1.18334078788757,0.293531477451324,-0.546395540237427,0.777874410152435,-0.10100756585598
-0.483466029167175,-0.385813385248184,1.18339967727661,0.297150492668152,-0.551308214664459,0.773126304149628,-0.100182674825191
-0.483418405056,-0.385876446962357,1.18350851535797,0.297857344150543,-0.550128698348999,0.773482322692871,-0.101806528866291
-0.483517378568649,-0.385993629693985,1.18354439735413,0.29742830991745,-0.549310266971588,0.774107694625854,-0.102722950279713
-0.483769357204437,-0.385985910892487,1.18356478214264,0.295822858810425,-0.546449422836304,0.776621401309967,-0.103639848530292
-0.483769357204437,-0.385985910892487,1.18356478214264,0.295822858810425,-0.546449422836304,0.776621401309967,-0.103639848530292
-0.484067440032959,-0.386005103588104,1.18343639373779,0.297061085700989,-0.546143710613251,0.776256799697876,-0.104437164962292
-0.484288990497589,-0.386340886354446,1.18343436717987,0.297805070877075,-0.546304762363434,0.775815963745117,-0.104751020669937
-0.484288990497589,-0.386340886354446,1.18343436717987,0.297805070877075,-0.546304762363434,0.775815963745117,-0.104751020669937
-0.484945714473724,-0.386673867702484,1.18255245685577,0.300054490566254,-0.550045549869537,0.772272229194641,-0.104942388832569
-0.485329359769821,-0.386609941720963,1.18227183818817,0.299681395292282,-0.549617409706116,0.772767066955566,-0.104608543217182
-0.485604107379913,-0.38657134771347,1.18192005157471,0.296632170677185,-0.54508900642395,0.777014553546906,-0.105526052415371
-0.486074030399323,-0.386479020118713,1.18166816234589,0.296537756919861,-0.547072172164917,0.775835335254669,-0.104197546839714
-0.486543446779251,-0.386394590139389,1.18130099773407,0.296572268009186,-0.54805463552475,0.775306820869446,-0.102861888706684
-0.486936300992966,-0.386299073696136,1.18096077442169,0.299934774637222,-0.552296280860901,0.771209955215454,-0.101208828389645
-0.487377136945724,-0.386113405227661,1.18079769611359,0.300368189811706,-0.552239835262299,0.771259069442749,-0.0998488739132881
-0.488075911998749,-0.386246502399445,1.18026447296143,0.298095554113388,-0.549619734287262,0.77403450012207,-0.0996389538049697
-0.488782405853271,-0.386261731386185,1.17993593215942,0.298238158226013,-0.551112949848175,0.773093342781067,-0.0982618108391761
-0.488782405853271,-0.386261731386185,1.17993593215942,0.298238158226013,-0.551112949848175,0.773093342781067,-0.0982618108391761
-0.49016273021698,-0.386367499828339,1.17962551116943,0.298483073711395,-0.55367785692215,0.771572887897491,-0.0949957743287086
-0.490792542695999,-0.386654585599899,1.1798642873764,0.299787580966949,-0.556352376937866,0.769454658031464,-0.0924071073532104
-0.491760283708572,-0.386763036251068,1.17968440055847,0.300335973501205,-0.561372935771942,0.765945374965668,-0.0893674492835998
-0.492324650287628,-0.386828720569611,1.17950618267059,0.301317036151886,-0.562845766544342,0.764691114425659,-0.0875225663185119
-0.492959886789322,-0.386519759893417,1.17915725708008,0.301535129547119,-0.565420627593994,0.763010025024414,-0.0848047286272049
-0.49388524889946,-0.38706710934639,1.1785671710968,0.301313668489456,-0.567316234111786,0.761814057826996,-0.0836763381958007
-0.494976997375488,-0.387089282274246,1.17850768566132,0.301789343357086,-0.568555593490601,0.760946750640869,-0.0814107507467269
-0.49599888920784,-0.387328326702118,1.17828047275543,0.302445024251938,-0.571078538894653,0.759055316448212,-0.0789396092295646
-0.496748208999634,-0.387532442808151,1.17810845375061,0.303808093070984,-0.572144985198975,0.757961452007294,-0.0764527916908264
-0.498317360877991,-0.388306885957718,1.17802333831787,0.302951604127884,-0.572860896587372,0.75788801908493,-0.075208768248558
-0.499319642782211,-0.388496994972229,1.1778564453125,0.303576707839966,-0.574486136436462,0.756670951843262,-0.0724978521466255
-0.500355005264282,-0.388344883918762,1.1775803565979,0.303780287504196,-0.576576054096222,0.755311965942383,-0.0691483840346336
-0.501346290111542,-0.38852322101593,1.17742013931274,0.303497552871704,-0.575898885726929,0.756108939647675,-0.0672978311777114
-0.502064824104309,-0.388193428516388,1.1771332025528,0.304021090269089,-0.576382875442505,0.755783915519714,-0.0643805265426635
-0.503636538982391,-0.38940754532814,1.17713963985443,0.304600834846497,-0.577483594417572,0.754882574081421,-0.0623160041868686
-0.504723906517029,-0.389353513717651,1.17711019515991,0.305530577898026,-0.57697057723999,0.755146622657776,-0.0592423528432846
-0.506040751934052,-0.389181941747665,1.17676091194153,0.30529123544693,-0.57782119512558,0.754842877388,-0.0559668019413948
-0.507544338703156,-0.389269649982452,1.17674362659454,0.30507218837738,-0.57807719707489,0.754999995231628,-0.0522778406739234
-0.50888055562973,-0.3894322514534,1.17650032043457,0.305127888917923,-0.577673256397247,0.755487143993378,-0.0492936633527278
-0.510054171085358,-0.389867156744003,1.17652678489685,0.305806487798691,-0.578097701072693,0.755125045776367,-0.0455146580934524
-0.511119902133942,-0.38992840051651,1.17633271217346,0.306249916553497,-0.576526641845703,0.756327927112579,-0.0423813126981258
-0.511119902133942,-0.38992840051651,1.17633271217346,0.306249916553497,-0.576526641845703,0.756327927112579,-0.0423813126981258
-0.512988746166229,-0.389851182699203,1.17579007148743,0.306960582733154,-0.573703646659851,0.758568286895752,-0.0348385944962501
-0.513950109481812,-0.389896959066391,1.17549192905426,0.307939648628235,-0.574661076068878,0.757669687271118,-0.029570322483778
-0.515422224998474,-0.389880180358887,1.17521262168884,0.308315306901932,-0.573323965072632,0.758684396743774,-0.0252866931259632
-0.516790986061096,-0.39036899805069,1.17505884170532,0.308284342288971,-0.573497653007507,0.758708477020264,-0.0205601323395967
